citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
"John R. B. Palmer, Thomas J. Espenshade, Frederic Bartumeus, Chang Y. Chung, Necati Ercan Ozgencil, Kathleen Li; New Approaches to Human Mobility: Using Mobile Phones for Demographic Research. Demography 1 June 2013; 50 (3): 1105–1128. doi: https://doi.org/10.1007/s13524-012-0175-z",2013,"Spatial demography, Activity space, Segregation, Subjective well-being, Ecological momentary assessment",NA,NA,NA,NA,NA,NA,NA,FALSE,58
"Archana B. Patel, Neetu Badhoniya, Manju Mamtani, Hemant Kulkarni; Skewed Sex Ratios in India: “Physician, Heal Thyself”. Demography 1 June 2013; 50 (3): 1129–1134. doi: https://doi.org/10.1007/s13524-012-0194-9",2013,"Gender, Sex ratio, Female, Prenatal diagnosis, Sex determination",NA,NA,NA,NA,NA,NA,NA,FALSE,58
"Trude Lappegård, Marit Rønsen; Socioeconomic Differences in Multipartner Fertility Among Norwegian Men. Demography 1 June 2013; 50 (3): 1135–1153. doi: https://doi.org/10.1007/s13524-012-0165-1",2013,"Male fertility, Multipartner fertility, Childlessness, Socioeconomic differences",NA,NA,NA,NA,NA,NA,NA,TRUE,58
Douglas S. Massey; Comment: Building a Better Underclass. Demography 1 June 2013; 50 (3): 1093–1095. doi: https://doi.org/10.1007/s13524-013-0204-6,2013,"American Community Survey, Undocumented Migrant, Migratory Intention, Immigration Reform, Immigration Enforcement",NA,NA,NA,NA,NA,NA,NA,FALSE,58
Cecilia Menjívar; When Immigration Policies Affect Immigrants’ Lives: Commentary. Demography 1 June 2013; 50 (3): 1097–1099. doi: https://doi.org/10.1007/s13524-013-0205-5,2013,"Social Service, Immigration Policy, Undocumented Immigrant, Racial Profile, Similar Policy",NA,NA,NA,NA,NA,NA,NA,FALSE,58
Pia M. Orrenius; How Do Tougher Immigration Measures Affect Unauthorized Immigrants?: Comment. Demography 1 June 2013; 50 (3): 1101–1103. doi: https://doi.org/10.1007/s13524-013-0207-3,2013,"Federal Authority, Unauthorized Immigrant, Friendly Policy, Identity Fraud, Good Employment Opportunity",NA,NA,NA,NA,NA,NA,NA,FALSE,58
"Erin Ruel, Robert M. Hauser; Explaining the Gender Wealth Gap. Demography 1 August 2013; 50 (4): 1155–1176. doi: https://doi.org/10.1007/s13524-012-0182-0",2013,"Gender, Net worth, Wealth gap, Wisconsin Longitudinal Study",NA,NA,NA,NA,NA,NA,NA,TRUE,59
"Alexandra Killewald; Return to Being Black, Living in the Red: A Race Gap in Wealth That Goes Beyond Social Origins. Demography 1 August 2013; 50 (4): 1177–1195. doi: https://doi.org/10.1007/s13524-012-0190-0",2013,"Wealth, Inequality, Racial disparities, Multigenerational",NA,NA,NA,NA,NA,NA,NA,TRUE,59
"Martin Dribe, Paul Nystedt; Educational Homogamy and Gender-Specific Earnings: Sweden, 1990–2009. Demography 1 August 2013; 50 (4): 1197–1216. doi: https://doi.org/10.1007/s13524-012-0188-7",2013,"Educational homogamy, Assortative mating, Marriage premium, Distributed fixed effects, Earnings",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Clark Gray, Richard Bilsborrow; Environmental Influences on Human Migration in Rural Ecuador. Demography 1 August 2013; 50 (4): 1217–1241. doi: https://doi.org/10.1007/s13524-012-0192-y",2013,"International migration, Internal migration, Climate, Environment, Event history",NA,NA,NA,NA,NA,NA,NA,FALSE,59
Mao-Mei Liu; Migrant Networks and International Migration: Testing Weak Ties. Demography 1 August 2013; 50 (4): 1243–1277. doi: https://doi.org/10.1007/s13524-013-0213-5,2013,"Migration, Networks, Social capital, Weak ties, Africa",NA,NA,NA,NA,NA,NA,NA,TRUE,59
"Theodore P. Gerber, Karine Torosyan; Remittances in the Republic of Georgia: Correlates, Economic Impact, and Social Capital Formation. Demography 1 August 2013; 50 (4): 1279–1301. doi: https://doi.org/10.1007/s13524-013-0195-3",2013,"International migration, Remittances, Economic well-being, Social capital",NA,NA,NA,NA,NA,NA,NA,FALSE,59
Jenna Nobles; Migration and Father Absence: Shifting Family Structure in Mexico. Demography 1 August 2013; 50 (4): 1303–1314. doi: https://doi.org/10.1007/s13524-012-0187-8,2013,"Migration, Children’s living arrangements, Mexican families","To capture Mexican family structure changes, I use four national data sets: the 1992, 1997, and 2009 cross-sectional Encuesta Nacional de Dinámica y Demográfica (ENADID) as well as the 2002 and 2005 waves of the longitudinal Mexican Family Life Survey (MxFLS). Mid-1970s estimates come from a fifth national data set, the 1976–1977 World Fertility Survey (WFS), and are calculated using tables from Richter (1988) and De Vos (1995). Description of the WFS is available at Ordorica and Potter (1981) and ENADID in Instituto Nacional de Estadística y Geografía (1994, 1999, 2010). The MxFLS collected data from 8,400 households in 150 communities across Mexico. In 2005, the second wave achieved 90 % respondent recontact (Rubalcava and Teruel 2008).",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59
"Kasey S. Buckles, Joseph Price; Selection and the Marriage Premium for Infant Health. Demography 1 August 2013; 50 (4): 1315–1339. doi: https://doi.org/10.1007/s13524-013-0211-7",2013,"Marriage, Marriage premium, Infant health, Birth weight, Prematurity",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Fanny Janssen, Leo J. G. van Wissen, Anton E. Kunst; Including the Smoking Epidemic in Internationally Coherent Mortality Projections. Demography 1 August 2013; 50 (4): 1341–1362. doi: https://doi.org/10.1007/s13524-012-0185-x",2013,"Life expectancy, Projection, Smoking, Europe, Li-Lee methodology",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Jere R. Behrman, Susan W. Parker; Is Health of the Aging Improved by Conditional Cash Transfer Programs? Evidence From Mexico. Demography 1 August 2013; 50 (4): 1363–1386. doi: https://doi.org/10.1007/s13524-013-0199-z",2013,"Health, Aging, Conditional cash transfers, Mexico",NA,NA,NA,NA,NA,NA,NA,TRUE,59
"Robert D. Retherford, Hassan Eini-Zinab, Minja Kim Choe, Naohiro Ogawa, Rikiya Matsukura; Multidimensional Life Table Estimation of the Total Fertility Rate and Its Components. Demography 1 August 2013; 50 (4): 1387–1395. doi: https://doi.org/10.1007/s13524-012-0179-8",2013,"Survival model, Life table, Nuptiality, Fertility, Total fertility rate",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Jessica Nisén, Pekka Martikainen, Jaakko Kaprio, Karri Silventoinen; Educational Differences in Completed Fertility: A Behavioral Genetic Study of Finnish Male and Female Twins. Demography 1 August 2013; 50 (4): 1399–1420. doi: https://doi.org/10.1007/s13524-012-0186-9",2013,"Behavioral genetics, Childlessness, Completed fertility, Educational differences, Male fertility",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Marcia J. Carlson, Alicia G. VanOrman, Natasha V. Pilkauskas; Examining the Antecedents of U.S. Nonmarital Fatherhood. Demography 1 August 2013; 50 (4): 1421–1447. doi: https://doi.org/10.1007/s13524-013-0201-9",2013,"Nonmarital childbearing, Men’s fertility, Nonmarital fatherhood, First births",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Joan R. Kahn, Frances Goldscheider, Javier García-Manglano; Growing Parental Economic Power in Parent–Adult Child Households: Coresidence and Financial Dependency in the United States, 1960–2010. Demography 1 August 2013; 50 (4): 1449–1475. doi: https://doi.org/10.1007/s13524-013-0196-2",2010,"Living arrangements, Intergenerational coresidence, Multigenerational households, Financial dependency",NA,NA,NA,NA,NA,NA,NA,FALSE,59
"Samantha Friedman, Hui-shien Tsao, Cheng Chen; Housing Tenure and Residential Segregation in Metropolitan America. Demography 1 August 2013; 50 (4): 1477–1498. doi: https://doi.org/10.1007/s13524-012-0184-y",2013,"Residential segregation, Housing tenure, Race, Ethnicity, Socioeconomic status","Although more recent data would be preferable to use, the key, group-specific independent variables used in the multivariate analysis (e.g., the ratio of black owner median income to white median income; the ratio of black renter median income to white median income) are unavailable from either of the publicly available versions of the 2010 census or the American Community Surveys (ACS).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59
Matthijs Kalmijn; The Educational Gradient in Marriage: A Comparison of 25 European Countries. Demography 1 August 2013; 50 (4): 1499–1520. doi: https://doi.org/10.1007/s13524-013-0229-x,2013,"Marriage, Divorce, Education, Gender roles, Inequality",NA,NA,NA,NA,NA,NA,NA,FALSE,59
Christine A. Bachrach; Culture and Demography: From Reluctant Bedfellows to Committed Partners. Demography 1 February 2014; 51 (1): 3–25. doi: https://doi.org/10.1007/s13524-013-0257-6,2014,"Culture, Demography, Network, Marriage",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Samuel H. Preston, Andrew Stokes, Neil K. Mehta, Bochen Cao; Projecting the Effect of Changes in Smoking and Obesity on Future Life Expectancy in the United States. Demography 1 February 2014; 51 (1): 27–49. doi: https://doi.org/10.1007/s13524-013-0246-9",2014,"Projections, Mortality, Longevity, Smoking, Obesity","Data for the mortality analysis are derived by pooling the NHANES III (1988–1994) and NHANES continuous 1999–2002 surveys. BMI at baseline is calculated using measured data on height and weight. For purposes of calculating BMI at age 25, measured height at baseline is used for all individuals because self-reported height at age 25 was not available in NHANES III. To reduce bias in estimates of the mortality effects of obesity resulting from reverse causation, we exclude individuals with emphysema or a smoking-related cancer3 at baseline, and we also eliminate the first three years of exposure. A discrete hazard model is used on a person-month file. Information on deaths is available through December 31, 2006. There were 1,894 deaths among 13,737 respondents.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
Elizabeth Wrigley-Field; Mortality Deceleration and Mortality Selection: Three Unexpected Implications of a Simple Model. Demography 1 February 2014; 51 (1): 51–71. doi: https://doi.org/10.1007/s13524-013-0256-7,2014,"Mortality deceleration, Mortality selection, Heterogeneity, Methods, Logistic models",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Alyson A. van Raalte, Pekka Martikainen, Mikko Myrskylä; Lifespan Variation by Occupational Class: Compression or Stagnation Over Time?. Demography 1 February 2014; 51 (1): 73–95. doi: https://doi.org/10.1007/s13524-013-0253-x",2014,"Lifespan variation, Life disparity, Life expectancy, Mortality compression, Socioeconomic inequality",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Prashant Loyalka, Lan Liu, Gong Chen, Xiaoying Zheng; The Cost of Disability in China. Demography 1 February 2014; 51 (1): 97–118. doi: https://doi.org/10.1007/s13524-013-0272-7",2014,"Disability, Poverty, Extra costs, China, Social security",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jason D. Boardman, Benjamin W. Domingue, Casey L. Blalock, Brett C. Haberstick, Kathleen Mullan Harris, Matthew B. McQueen; Is the Gene-Environment Interaction Paradigm Relevant to Genome-Wide Studies? The Case of Education and Body Mass Index. Demography 1 February 2014; 51 (1): 119–139. doi: https://doi.org/10.1007/s13524-013-0259-4",2014,"Gene-environment interactions, Genome-wide, GWAS, BMI, Framingham Heart Study","The study sample for this project was derived from the Framingham SNP (Single Nucleotide Polymorphism) Health Association Resource (SHARe, version 6) as available through the NCBI Database of Phenotypes and Genotypes (dbGaP). The analysis for this study focused on the third generation of the Framingham Heart Study (FHS) (Splansky et al. 2007). The original cohort of the FHS was first assessed in 1948; nearly 25 years later, the respondents’ children (the G2 sample, n = 3,548) and many of their spouses participated in the offspring cohort study. Then, in 2002, roughly 4,000 adults who had at least one parent in the offspring cohort took part in the third generation (G3) cohort study. This cohort was examined for a variety of different morbidities using clinical and laboratory assessments. Crucially, study participants were measured for height and weight. Table 1 presents descriptive statistics for the FHS G3 sample that we use in our analysis by educational status. Those without a college degree have an average BMI that is 1.44 units higher than those with a college degree (p < .001). This is a moderate effect size (Cohen’s D ~ .3) and translates to roughly 10 additional pounds for a 140-pound adult who is 5'8"". There are no gender differences by educational attainment, but we do see that our college-educated sample is slightly younger. We include these controls in the genome-wide association models described later.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Guang Guo, Yilan Fu, Hedwig Lee, Tianji Cai, Kathleen Mullan Harris, Yi Li; Genetic Bio-Ancestry and Social Construction of Racial Classification in Social Surveys in the Contemporary United States. Demography 1 February 2014; 51 (1): 141–172. doi: https://doi.org/10.1007/s13524-013-0242-0",2014,"Race, Racial classification, Genetics, Bio-ancestry",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kenneth Harttgen, Sebastian Vollmer; A Reversal in the Relationship of Human Development With Fertility?. Demography 1 February 2014; 51 (1): 173–184. doi: https://doi.org/10.1007/s13524-013-0252-y",2014,"Fertility, Human development index, Education, Health, Standard of living",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"C. Y. Cyrus Chu, Seik Kim, Wen-Jen Tsay; Coresidence With Husband’s Parents, Labor Supply, and Duration to First Birth. Demography 1 February 2014; 51 (1): 185–204. doi: https://doi.org/10.1007/s13524-013-0244-y",2014,"Coresidence, Female labor supply, First birth",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Monica J. Grant, Sara Yeatman; The Impact of Family Transitions on Child Fostering in Rural Malawi. Demography 1 February 2014; 51 (1): 205–228. doi: https://doi.org/10.1007/s13524-013-0239-8",2014,"Divorce, Remarriage, Child fostering, Sub-Saharan Africa","The out-fostering of children is a common practice across sub-Saharan Africa (Bicego et al. 2003; Hosegood et al. 2007; Monasch and Boerma 2004). Child fostering is the situation in which children with living parents are sent to live in a different household, most often with other relatives. These arrangements are informally negotiated between family members and are usually temporary. Fostering has long been recognized by demographers as a risk-coping mechanism used by households to offset economic or demographic hardships, to take advantage of resources available through extended kin networks, and to redistribute the costs and benefits of childbearing across the extended family (Akresh 2009; Isiugo-Abanihe 1985; Lloyd and Desai 1992; Madhavan 2004; Mason 1997; McDaniel and Zulu 1996; Notermans 2004).",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Kelly M. Jones; Growing Up Together: Cohort Composition and Child Investment. Demography 1 February 2014; 51 (1): 229–255. doi: https://doi.org/10.1007/s13524-013-0237-x,2014,"Family size, Household composition, Siblings, Human capital, Club goods",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Juliet Stone, Ann Berrington, Jane Falkingham; Gender, Turning Points, and Boomerangs: Returning Home in Young Adulthood in Great Britain. Demography 1 February 2014; 51 (1): 257–276. doi: https://doi.org/10.1007/s13524-013-0247-8",2014,"Transition to adulthood, Turning points, Young adults, Life course, Returning home",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Barbara S. Mensch, Erica Soler-Hampejsek, Christine A. Kelly, Paul C. Hewett, Monica J. Grant; Challenges in Measuring the Sequencing of Life Events Among Adolescents in Malawi: A Cautionary Note. Demography 1 February 2014; 51 (1): 277–285. doi: https://doi.org/10.1007/s13524-013-0269-2",2014,"Transitions to adulthood, Longitudinal data, Inconsistency of self-reports, Malawi, Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Steven Ruggles; Big Microdata for Population Research. Demography 1 February 2014; 51 (1): 287–297. doi: https://doi.org/10.1007/s13524-013-0240-2,2014,"Microdata, Big data, Censuses","This article describes an explosion in the availability of individual-level population data. By 2018, demographic researchers will have access to over 2 billion records of accessible microdata from over 100 countries, dating from 1703 to the present. Another 2 to 4 billion records will be available through restricted-access data enclaves. These new resources represent a new kind of data that will enable transformative research on demographic and economic change and the spatial organization of society.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Steven Ruggles; Big Microdata for Population Research. Demography 1 February 2014; 51 (1): 287–297. doi: https://doi.org/10.1007/s13524-013-0240-2,2014,"Microdata, Big data, Censuses","The Census Research Data Centers (RDCs), operated by the U.S. Census Bureau’s Center for Economic Studies, house complete decennial census microdata for 1970 through 2000, including both short-form and long-form records. Thanks to a recently completed Minnesota Population Center project to restore the 1960 census, complete long-form data covering 25 % of the 1960 population will soon be available through the RDCs (Ruggles et al. 2011b). The RDCs also house American Community Survey data covering 47 million persons, with about 5.4 million persons added per year. In all, the microdata housed in the RDCs currently include 1.1 billion person-records with full geographic identification down to the block level. The Minnesota Population Center is currently converting these data to IPUMS format.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
Steven Ruggles; Big Microdata for Population Research. Demography 1 February 2014; 51 (1): 287–297. doi: https://doi.org/10.1007/s13524-013-0240-2,2014,"Microdata, Big data, Censuses","The Minnesota Population Center plans to develop an international restricted data enclave modeled on the U.S. Census RDCs. Many of the international censuses provided to IPUMS by statistical agencies arrive as complete enumerations; IPUMS staff then draw samples and anonymize the data to ensure confidentiality. To date, IPUMS has archived 123 complete enumerations from Africa, Asia, and Latin America totaling about 1.6 billion person-records. The project expects to receive a few more complete censuses from the 2000 round and many more from the 2010 round. The International Restricted Data Center (IRDC) will provide access to these data in a secure environment. Like the Census RDC, no restricted data will ever leave the secure servers; instead, remote access will be available through virtualization. All results will be assessed for potential confidentiality risks, and the IRDC staff will email the output to the researchers only after review. The IRDC is a collaboration of IPUMS with many statistical agencies, and the details of the configuration are still being negotiated. In addition to housing complete enumerations, we expect that the IRDC will disseminate hundreds of sample data sets with more geographic detail than is shared under the regular IPUMS microdata dissemination rules.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Jesús Crespo Cuaresma, Wolfgang Lutz, Warren Sanderson; Is the Demographic Dividend an Education Dividend?. Demography 1 February 2014; 51 (1): 299–315. doi: https://doi.org/10.1007/s13524-013-0245-x",2014,"Demographic dividend, Economic growth, Education, Age structure, Education dividend",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Mircea Trandafir; The Effect of Same-Sex Marriage Laws on Different-Sex Marriage: Evidence From the Netherlands. Demography 1 February 2014; 51 (1): 317–340. doi: https://doi.org/10.1007/s13524-013-0248-7,2014,"Same-sex marriage, Synthetic control, Discrete-time hazard model",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Emily Smith-Greenaway, Jenny Trinitapoli; Polygynous Contexts, Family Structure, and Infant Mortality in Sub-Saharan Africa. Demography 1 April 2014; 51 (2): 341–366. doi: https://doi.org/10.1007/s13524-013-0262-9",2014,"Family structure, Context, Polygyny, Infant mortality, Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Carolyn M. Moehling, Melissa A. Thomasson; Saving Babies: The Impact of Public Education Programs on Infant Mortality. Demography 1 April 2014; 51 (2): 367–386. doi: https://doi.org/10.1007/s13524-013-0274-5",2014,"Infant mortality, Public health, Sheppard-Towner, U.S. Children’s Bureau",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Stéphane Helleringer, Gilles Pison, Almamy M. Kanté, Géraldine Duthé, Armelle Andro; Reporting Errors in Siblings’ Survival Histories and Their Impact on Adult Mortality Estimates: Results From a Record Linkage Study in Senegal. Demography 1 April 2014; 51 (2): 387–411. doi: https://doi.org/10.1007/s13524-013-0268-3",2014,"Adult mortality, Data quality, Reporting errors, Siblings’ survival histories, Senegal","For list errors in SSH to be ascertained in a record linkage study, individuals must be grouped into sibships in the reference data set. Unfortunately, most available data sets on adult mortality do not permit constituting reasonably complete lists of the maternal siblings of a SSH respondent. VR and census data, for example, are rarely available at the individual level because of confidentiality issues. When available, VR data include only the name of the mother on the birth certificate, which is not sufficient to establish a sibship list: a fairly large number of individuals who are not siblings may have a mother with the same name. Census/survey data on recent household deaths do not collect information on the biological mother of recently deceased household members. They thus permit identifying siblings only if they reside in the same household as their live mother at the time of the census/survey. Even then, reports of household relationships may be affected by “adoption bias”: that is, the caretaker of a household member may be mistakenly classified as his/her “mother” by the household informant.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Jennifer Karas Montez, Mark D. Hayward; Cumulative Childhood Adversity, Educational Attainment, and Active Life Expectancy Among U.S. Adults. Demography 1 April 2014; 51 (2): 413–435. doi: https://doi.org/10.1007/s13524-013-0261-x",2014,"Active life expectancy, Mortality, Childhood conditions, Education, Life tables",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ava Gail Cas, Elizabeth Frankenberg, Wayan Suriastini, Duncan Thomas; The Impact of Parental Death on Child Well-being: Evidence From the Indian Ocean Tsunami. Demography 1 April 2014; 51 (2): 437–457. doi: https://doi.org/10.1007/s13524-014-0279-8",2014,"Tsunami, Orphans, Well-being, Family, Children",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Robert Crosnoe, Kate Chambers Prickett, Chelsea Smith, Shannon Cavanagh; Changes in Young Children’s Family Structures and Child Care Arrangements. Demography 1 April 2014; 51 (2): 459–483. doi: https://doi.org/10.1007/s13524-013-0258-5",2014,"Child care, Child development, Family structure, Family instability, Policy",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Elizabeth Thomson, Trude Lappegård, Marcia Carlson, Ann Evans, Edith Gray; Childbearing Across Partnerships in Australia, the United States, Norway, and Sweden. Demography 1 April 2014; 51 (2): 485–508. doi: https://doi.org/10.1007/s13524-013-0273-6",2014,"Multipartnered Fertility, Repartnering, Stepfamily, Half-sibling",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Lisa Giddings, John M. Nunley, Alyssa Schneebaum, Joachim Zietz; Birth Cohort and the Specialization Gap Between Same-Sex and Different-Sex Couples. Demography 1 April 2014; 51 (2): 509–534. doi: https://doi.org/10.1007/s13524-013-0267-4",2014,"Household specialization, Division of labor, Gay and lesbian couples, Birth cohort, Children",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Kathryn M. Yount, Sarah Zureick-Brown, Nafisa Halim, Kayla LaVilla; Fertility Decline, Girls’ Well-being, and Gender Gaps in Children’s Well-being in Poor Countries. Demography 1 April 2014; 51 (2): 535–561. doi: https://doi.org/10.1007/s13524-014-0282-0",2014,"Cross-national time series, Demographic and Health Surveys, Fertility trends, Gender gaps in well-being, Girls’ well-being",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Marcus Dillender; The Death of Marriage? The Effects of New Forms of Legal Recognition on Marriage Rates in the United States. Demography 1 April 2014; 51 (2): 563–585. doi: https://doi.org/10.1007/s13524-013-0277-2,2014,"Same-sex marriage, Legal recognition for couples, Family economics, Marriage rates",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Sheela Kennedy, Steven Ruggles; Breaking Up Is Hard to Count: The Rise of Divorce in the United States, 1980–2010. Demography 1 April 2014; 51 (2): 587–598. doi: https://doi.org/10.1007/s13524-013-0270-9",2010,"Divorce trends, Union instability, Vital statistics",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Zhen Zeng, Yu Xie; The Effects of Grandparents on Children’s Schooling: Evidence From Rural China. Demography 1 April 2014; 51 (2): 599–617. doi: https://doi.org/10.1007/s13524-013-0275-4",2014,"Multigenerational mobility, Grandparent effects, Coresidence, Children’s education, Rural China",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Nicole Schneeweis, Vegard Skirbekk, Rudolf Winter-Ebmer; Does Education Improve Cognitive Performance Four Decades After School Completion?. Demography 1 April 2014; 51 (2): 619–643. doi: https://doi.org/10.1007/s13524-014-0281-1",2014,"Compulsory education, Cognitive functioning, Memory, Aging",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Magnus Strömgren, Tiit Tammaru, Alexander M. Danzer, Maarten van Ham, Szymon Marcińczak, Olof Stjernström, Urban Lindgren; Factors Shaping Workplace Segregation Between Natives and Immigrants. Demography 1 April 2014; 51 (2): 645–671. doi: https://doi.org/10.1007/s13524-013-0271-8",2014,"Workplace segregation, Residential segregation, Intermarriage, Longitudinal analysis, Sweden",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Filiz Garip; The Impact of Migration and Remittances on Wealth Accumulation and Distribution in Rural Thailand. Demography 1 April 2014; 51 (2): 673–698. doi: https://doi.org/10.1007/s13524-013-0260-y,2014,"Migration, Remittances, Wealth distribution, Thailand",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Jennifer Van Hook, Frank D. Bean, James D. Bachmeier, Catherine Tucker; Recent Trends in Coverage of the Mexican-Born Population of the United States: Results From Applying Multiple Methods Across Time. Demography 1 April 2014; 51 (2): 699–726. doi: https://doi.org/10.1007/s13524-014-0280-2",2014,"Enumeration error, Coverage error, Mexican foreign-born",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Malia Jones, Anne R. Pebley; Redefining Neighborhoods Using Common Destinations: Social Characteristics of Activity Spaces and Home Census Tracts Compared. Demography 1 June 2014; 51 (3): 727–752. doi: https://doi.org/10.1007/s13524-014-0283-z",2014,"Neighborhood, Activity spaces, Isolation, Segregation, GIS methods",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Narayan Sastry, Jesse Gregory; The Location of Displaced New Orleans Residents in the Year After Hurricane Katrina. Demography 1 June 2014; 51 (3): 753–775. doi: https://doi.org/10.1007/s13524-014-0284-y",2014,"Hurricane Katrina, New Orleans population, Migration, Displacement, Disaster",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Arline T. Geronimus, John Bound, Annie Ro; Residential Mobility Across Local Areas in the United States and the Geographic Distribution of the Healthy Population. Demography 1 June 2014; 51 (3): 777–809. doi: https://doi.org/10.1007/s13524-014-0299-4",2014,"Place and health, Residential mobility, Race and health, SES, Urban/rural",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Hongwei Xu, John R. Logan, Susan E. Short; Integrating Space With Place in Health Research: A Multilevel Spatial Investigation Using Child Mortality in 1880 Newark, New Jersey. Demography 1 June 2014; 51 (3): 811–834. doi: https://doi.org/10.1007/s13524-014-0292-y",2014,"Spatial, Multilevel, Egocentric neighborhood, Child mortality, Neighborhood effects",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Aaron Gullickson, Florencia Torche; Patterns of Racial and Educational Assortative Mating in Brazil. Demography 1 June 2014; 51 (3): 835–856. doi: https://doi.org/10.1007/s13524-014-0300-2",2014,"Interracial marriage, Status exchange, Marital sorting, Brazil, Race inequality",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Maria Cancian, Daniel R. Meyer; Testing the Economic Independence Hypothesis: The Effect of an Exogenous Increase in Child Support on Subsequent Marriage and Cohabitation. Demography 1 June 2014; 51 (3): 857–880. doi: https://doi.org/10.1007/s13524-014-0295-8",2014,"Child support, Cohabitation, Independence hypothesis, Marriage, Single mothers",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Hill Kulu; Marriage Duration and Divorce: The Seven-Year Itch or a Lifelong Itch?. Demography 1 June 2014; 51 (3): 881–893. doi: https://doi.org/10.1007/s13524-013-0278-1,2014,"Divorce, Marriage, Multilevel hazard models, Finland",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Brighita Negrusa, Sebastian Negrusa; Home Front: Post-Deployment Mental Health and Divorces. Demography 1 June 2014; 51 (3): 895–916. doi: https://doi.org/10.1007/s13524-014-0294-9",2014,"Divorce, Unanticipated deployment shocks, Mental health",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Seema Jayachandran; Does Contraceptive Use Always Reduce Breast-feeding?. Demography 1 June 2014; 51 (3): 917–937. doi: https://doi.org/10.1007/s13524-014-0286-9,2014,"Breast-feeding, Contraception, Family planning, Birth spacing",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Joanna N. Lahey; The Effect of Anti-Abortion Legislation on Nineteenth Century Fertility. Demography 1 June 2014; 51 (3): 939–948. doi: https://doi.org/10.1007/s13524-014-0293-x,2014,"Nineteenth century, Abortion, Fertility, Demographic transition, Fertility control",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Signe-Mary McKernan, Caroline Ratcliffe, Margaret Simms, Sisi Zhang; Do Racial Disparities in Private Transfers Help Explain the Racial Wealth Gap? New Evidence From Longitudinal Data. Demography 1 June 2014; 51 (3): 949–974. doi: https://doi.org/10.1007/s13524-014-0296-7",2014,"Wealth, Race and ethnicity, Private transfers",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
